tagalog,english,cebuano
"Sumigaw siya sa kanya, pero hindi niya narinig.","He shouted at her, but she didn't hear him.","Nishagit siya sa iyaha, pero wa siya nadunggan."
Naghapunan siya ng isda.,He had fish for dinner.,Nanihapon siya og isda.
"Sa susunod, sabihin mo ang totoo.","Next time, tell the truth.","Sunod, iingon na ang tinuod."
Niyaya ni Tom si Mary na lumabas.,Tom asked Mary out.,Giagda ni Tom si Maria og gawas.
Nawa'y magkatotoo ang aking panaginip.,May my dream come true.,Unta matinuod akong damgo.
Hindi ko matandaan saan ko iniwan ang kotse ko.,I don't remember where I left my car.,Di nako mahinumdoman asa nako nabilin akong sakyanan.
Pagod ako!,I'm tired!,Gikapoy ko!
Hindi kami dumating dahil umulan.,We didn't come because it rained.,Wa mi niabot kay niulan.
Maraming salamat sa tulong.,Thank you very much for the help.,Daghang salamat sa tabang.
Madaling mapagod si Tom.,Tom gets tired easily.,Dali kapoyon si Tom.
Wala akong oras para magbasa.,I don't have time to read.,Wala koy oras aron magbasa.
Bakit hindi ka tumawag bago pumunta rito?,Why didn't you call before coming here?,Ngano di ka motawag bag-o moanhi diri?
Mapait ang lasa ng gamot.,The medicine tastes bitter.,Pait ang lasa sa tambal.
Itinaas ng lalaki ang kanyang kamay para magtanong.,The man raised his hand to ask.,Gitaas sa laki ang iyang kamot aron mangutana.
Mabait na bata si Emi.,Emi is a kind child.,Buotan nga bata si Emi.
Hindi siya marunong magmaneho ng kotse.,He doesn't know how to drive a car.,Wala siya kabalo mo-drayb og sakyanan.
Tinitigan niya ang kanyang mga kuko.,He stared at his nails.,Gitutokan niya iyang mga kuko.
Sobrang bait mo sa akin.,You are very kind to me.,Buotan kaayo ka sa akoa.
Narinig kong napakayaman niya.,I heard he is very rich.,Nadunggan nako nga datu kaayo siya.
"Isang babae ay nagsulat ng 30 aklat tungkol sa kung paano maging masaya, at pagkatapos nagpakamatay.","A woman wrote 30 books about how to be happy, and then committed suicide.","Usa ka babaye kay nagsuwat og 30 ka libro tungkol sa kon unsaon mahimong malipayon, ug human nagpakamatay."
Sa tingin mo gusto ko itong gawin?,Do you think I want to do it?,Abi nimo ganahan ko nga himuon ni?
Ano ang suot mo?,what are you wearing,Unsa imong gisuot?
Bakit ka bumili ng isang bulaklak?,Why did you buy a flower?,Ngano nipalit ka og usa ka bulak?
"Ang diksyunaryong ito ay naglalaman ng hindi lalagpas sa 20,000 salita.","This dictionary contains no more than 20,000 words.","Kani nga diksyunaryo kay naay sulod nga di molagpas og 20,000 ka storya."
Kontra sa diborsyo ang Simbahang Katolika.,The Catholic Church is against divorce.,Di uyon sa diborsyo ng Simbahan nga Katolika.
Gusto kong mabuhay.,i want to live,Gusto nako mabuhi.
Kami ay ang lahat ng mga sabik na makita ang pelikula.,We are all eager to see the movie.,Kami kay ang tanan nga eksayted nga makit-an ang salida.
May nararamdaman ka bang sakit sa ibang parte ng katawan?,Do you feel pain in other parts of your body?,Naa kay nabatian nga sakit sa lain nga parte sa imong lawas?
Binilhan ko ang batang babae ng isang suweter.,I bought the girl a sweater.,Gipalitan ko ang bata nga baye og usa ka suweter.
Panaginip ba ito?,Is this a dream?,Damgo ba ni?
"Sa natitirang mga salita sa listahan, lima ay pangngalan.","Of the remaining words in the list, five are nouns.","Sa mga nabilin nga gipanulat sa listahan, lima ang nawn."
Huwag matulog nang nakasindi ang ilaw.,Don't sleep with the light on.,Ayaw og katulog nga naay sindi ang suga.
Ang pangalan ko ay Ludwig.,My name is Ludwig.,Akong ngalan kay Ludwig.
Napanaginipan niya ang kanyang bahay.,He dreamed of his house.,Nadamgohan niya iyang balay.
Ang pangarap ni Tom ay makapunta sa isang unibersidad sa Inglatera.,Tom's dream is to go to a university in England.,Ang pangandoy ni Tom kay makaadto sa usa ka unibersidad sa Inglatera.
Bagay talaga sa iyo ang kurbatang iyan.,That tie really suits you.,Angayan gyud ka anang kurbataha.
Napakabata mo pa para magpakasal.,You are too young to get married.,Bata pa kaayo ka para magpakasal.
Subukan mong hanapin.,Try to find.,Tistinga og pangita.
Iinumin ko ang kape.,I will drink the coffee.,Imnon nako ang kape.
Nasa tabi lang ang istasyon.,The station is just next door.,Naa ra ko sa tapad sa istasyon.
Ayaw ko ng mga nakakatakot na palabas.,I don't like horror shows.,Di ko ganahan og salida nga kahadlokan.
Hindi ako naniniwalang nagdudulot ng kamalasan ang mga pusang itim.,I don't believe black cats bring bad luck.,Di ko mutuo nga naay dala nga kamalasan ang iring nga itom.
Ano ang mapag-uusapan?,What can be discussed?,Unsa ang pag-istoryahan?
Walang mali sa iyong sanaysay.,There is nothing wrong with your essay.,Walay mali sa inyong gisulat.
"Normal lang iyan sa Alemanya. ""Talaga?""","That's normal in Germany. ""Really?""","Normal ra na sa Alemansya? ""Tinuod?"""
Hindi ko alam paano tulungan si Tom.,I don't know how to help Tom.,Wa ko kabalo unsaon pagtabang kay Tom.
Okey na ako ngayon.,I'm okay now.,Okey na ko karon.
Maaaring sumabog iyan.,That might explode.,Pwede na mubuto.
Alam niyang siya ay nagkamali.,He knows he made a mistake.,Kabalo siya nga na-mali siya.
Hindi pwedeng pilitin ang sinuman.,No one can be forced.,Di pwede lugson ang bisan si kinsa.
Saan ka pupunta ngayong gabi?,where are you going tonight,Asa ka moadto karong gabii?
May kaunting pera ako dito.,I have some money here.,Naa koy gamay kwarta diri.
Si Tom ay isang Muslim.,Tom is a Muslim.,Si Tom kay usa ka Muslim.
Tinawagan ko siya kaninang umaga.,I called him this morning.,Gitawagan nako siya ganihang buntag.
Pinatay ko ang konde.,I killed the count.,Gipatay nako ang konde.
"Hindi ko alam kailan, pero magaganap iyan balang araw.","I don't know when, but it will happen one day.","Wa ko kabalo kanus-a, pero mahitabo na usa ka adlaw."
Pupunta ako sa Europa sa susunod na linggo.,I'm going to Europe next week.,Mag-adt ko sa Europa sunod semana.
Pumunta ako sa pinangyarihan ng krimen.,I went to the crime scene.,Niadto ko sa nahitaboan sa krimen.
Sila ay hindi patay.,They are not dead.,Di pa siya patay.
May kompyuter ba sila?,Do they have a computer?,Naa ba silay kompyuter?
Hilig ko ang pangongolekta ng mga lumang laruan.,I love collecting old toys.,Hilig nako ang pagkolekta og mga daang dulaan.
Walang maniniwala sa tsismis na iyan.,No one will believe that rumor.,Walay mutuo anang tsismisa.
"Dahil ikaw ay nagsisisi, patatawarin kita.","Because you repent, I will forgive you.","Kay tungod nga nagbasok ka, pasayloon ta ka."
Hindi ko siya sinisisi dahil diyan.,I don't blame him for that.,Wala nako siya gibasol tungod ana.
Halos maiyak si Tom.,Tom almost cried.,Halos makahilak si Tom.
Tawagan mo kami mamayang gabi.,Call us tonight.,Tawagi mi unyang gabii.
"Uy, saan ka galing?","Hey, where are you from?","Oy, asa ka gikan?"
Kinailangan ninyong alagaan si Mary.,You had to take care of Mary.,Kinahanglan ninyo ampingan si Maria.
Mas gusto ko ang mainit na tsaa kaysa malamig.,I prefer hot tea to cold.,Mas ganahan ko og init nga tsaa kaysa sa tugnaw.
Hindi na ako pagod.,I'm not tired anymore.,Wa ko gikapoy.
Pinakain mo na ang aso?,Have you fed the dog?,Gipakaon na nimo ang iro?
Gusto ko ang amoy ng bagong tinapay.,I love the smell of new bread.,Ganahan ko og humot sa bag-o nga pan.
Alam mo ang daan?,Do you know the way?,Kabalo ka sa agi-an?
Bawal ito sa karamihan ng mga bansa.,It is illegal in most countries.,Bawal kini sa kadaghanan nga nasud.
Huwag mo akong tratuhin na parang isang baliw!,Don't treat me like I'm crazy!,Ayaw ko og tratuha nga mura og usa ka boang!
Maganda si Inang Kalikasan.,Mother Nature is beautiful.,Nindot si Inang Kalikasan.
May gusto ka bang sabihin sa akin?,do you want to tell me something?,Naa kay gusto iingon sa akoa?
Nakapasa siya sa eksamen.,He passed the exam.,Nakapasar siya sa eksam.
Umuulan kagabi.,It rained last night.,Nag-ulan gabii.
"Kapag may pera ako, babayaran ko ang utang ko, pero sa ngayon hindi ako makakabayad.","When I have money, I will pay my debt, but right now I can't.","Kon naa koy kwarta, bayran nako akong utang, pero di sa ko kabayad karon."
Magkano ang orasan na ito?,How much is this clock?,Tagpila ning orasan?
Gutom na gutom na gutom na ako.,I am very hungry.,Gigutom na kaayo ko.
Hindi na ako nene.,I'm not a mom anymore.,Di na ko bata.
Binuksan niya ang sobre.,He opened the envelope.,Giablihan niya ang sobre.
Hindi pa ako nakahanap ng trabaho hanggang ngayon.,I haven't found a job yet.,Wa pa ko kakita og tarbaho hangtod karon.
"Pasensya na, hindi ako nagpapasok ng mga taong hindi ko kilala.","Sorry, I don't admit people I don't know.","Pasensyahi na, di ko nagapasulod og mga tawo nga wa nako nailhan."
Wala akong trabaho.,I don't have a job.,Wala koy tarbaho.
Isipin natin ang pinakamalalang pwedeng mangyari.,Let's think about the worst that can happen.,Hunahunaon nato nga ang kinakalalaan nga pwede mahitabo.
Armado ang mga sundalo.,The soldiers are armed.,Armado ang mga sundalo.
May tanong ako para sa iyo.,I have a question for you.,Naa koy pangutana para sa imoha.
Nasaan na kayo?,where have you been?,Asa na mo?
"Gaano ko man pilitin, hindi ko magawang kalimutan ang halik na iyon.","No matter how hard I tried, I couldn't forget that kiss.","Bisan unsa nako og pugos, di nako mahimo nga hikalimtan tong haluka."
Paano mo malaman kung siya'y patay na?,How do you know if he is dead?,Unsaon nimo og kahibalo nga patay na siya?
Nalalaglag ang isang dahon.,A leaf falls.,Nahog ang usa ka dahon.
Maaaring magkaroon ng ibang lalaki ang asawa mo.,Your wife may have another man.,Tingali pwede mangabit imong asawa.
Ang trabaho nila ay ang bumili ng mga prutas at gulay.,Their job is to buy fruits and vegetables.,Ang ilang tarbaho kay ang mopalit og mga prutas ug gulay.
Kailangan kong isauli ang aklat bago dumating ang Sabado.,I have to return the book before Saturday.,KInahanglan nako iuli ang libro bag-o moabot ang Sabado.
Bakit bumili ka ng ibang kotse?,Why did you buy another car?,Nganong nipalit ka og lain nga sakyanan?
Mukhang malakas siya.,He looks strong.,Mura og kusgan siya.
Patawarin ninyo si Tom.,Forgive Tom.,Pasayloon ninyo si Tom.
Ito ang bandila ng bansang Hapon.,This is the flag of Japan.,Kini ang bandila sa nasud sa Hapon.
Siya ay may maliliit na paa.,He has small feet.,Naa siyay gamay nga lawas.
Ang kaaway ng kaibigan mo ay kaibigan mo.,Your friend's enemy is your friend.,Ang kaaway sa imong amigo kay amigo sad nimo.
Parang gusto kong uminom ng serbesa.,I feel like drinking beer.,Mura og gusto nako moinom og serbesa.
"Kung hindi dahil sa araw, hindi tayo mabubuhay.","If it weren't for the sun, we wouldn't be alive.","Kon dili tungod sa adlaw, di ta mabuhi."
Gusto kong umalis dito!,I want to get out of here!,Gusto nako molakaw diri.
Ikaw ay isang magandang babae.,You are a beautiful woman.,Ikaw kay usa ka gwapa nga babaye.
Siya ay natutulog sa umaga at nagtatrabaho sa gabi.,He sleeps in the morning and works at night.,Siya kay matog sa buntag ug nagatarbaho sa gabii.
Mga doktor sila.,They are doctors.,Mga doktor sila.
"Sa wakas, pumili siya ng ibang kuting.","Finally, she chose another kitten.","Sa kinauwaihan, nipili siya og lain nga iring."
Palagi siyang mapagbigay sa mga nangangailangan.,He was always generous to those in need.,Pirme siya mohatag sa nanginahanglan.
Ngayon ang aking ikalabing-anim na kaarawan.,Today is my sixteenth birthday.,Karon mao akong ika-disisayes nga adlaw nga natawhan.
Kumikidlat bago kumulog.,Lightning before thunder.,Naga-kilat bag-o mokulog.
Sumulat ako ng isang aklat dalawang taon ang nakakaraan.,I wrote a book two years ago.,Nagsulat ko og usa ka libro duha ka tuig na nilabay.
Ang wikang Ingles ay naging predominante sa buong mundo sa maraming dahilan.,The English language has become predominant throughout the world for many reasons.,Ang panulti-on nga Ingles kay nahimong dominante sa tibuok kalibutan sa daghan kaayo nga rason.
Tatawag ako ng taksi para sa atin.,I will call a cab for us.,Tawagi ko og taksi para sa atoa.
Ganito ang paggamit ng makina.,This is how the machine is used.,Ing-ani paggamit og makina.
Ininit niya ang malamig na sabaw para sa hapunan.,He heated the cold soup for dinner.,Giinit niya ang tugnaw nga sabaw para sa panihapon.
Binigyan ko ng kwintas na perlas ang kapatid kong babae para sa kanyang kaarawan.,I gave my sister a pearl necklace for her birthday.,Gitagaan nako og kwintas nga perlas ang akong lumon nga baye para sa iyang adlaw nga natawhan.
Nag-uumpisa siyang magtrabaho nang alas-siyete.,He starts work at seven o'clock.,Nagasugod siya og tarbaho inig ka alas-siyete.
Kailangan ko ng isang kahon ng mga pako.,I need a box of nails.,Kinahanglan nako og usa ka kahon nga lansang.
Hindi ko matandaan kung sino ang unang dumating.,I don't remember who came first.,Di na nako mahinumdoman kinsa una niabot.
Tinamaan si Tom ng isang bola ng golf.,Tom was hit by a golf ball.,Naigo si Tom og usa ka bola sa golf.
Ikaw ay isang mahusay na kusinero.,You are a good cook.,Ikaw kay usa ka nindot nga kusinero.
Makukuha mo kapag susubukan mo.,You will get it when you try.,Makuha nimo kon imong tistingan.
Ang ikli.,The short.,Ka gamay.
Tulog ba siya?,is he sleeping,Natog siya?
"Isang araw, lumuwas si Elisa ng Madrid.","One day, Elisa left Madrid.","Usa ka adlaw, niadto si Elisa og Madrid."
Nakalimutan ko talaga na may pasok ngayon!,I really forgot that there is school today!,Nakalimot gyud ko nga naay klase ron!
Nagdisisyon si Kenji na maging isang kusinero.,Kenji decides to become a cook.,Nagdesisyon si Kenji nga mahimong usa ka kusinero.
Wala akong nalalaman na kahit ano tungkol sa bansang Hapon.,I don't know anything about Japan.,Wala koy nabal-an nga bisan og unsa sa nasud sa Hapon.
Hindi lahat ng mga estudyante ang dumalo sa pulong.,Not all students attended the meeting.,Di tanan estudyante niadto sa pulong.
"Bukas, dadalhin kita sa aking palasyo.","Tomorrow, I will take you to my palace.","Ugma, dad-on ta ka sa akong palasyo."
Anong gagawin mo kapag may isang milyong dolyar ka?,What would you do if you had a million dollars?,Unsay imong himoon kon naa kay usa ka milyon nga dolyar?
Gusto mong magkaroon ng mga anak?,Do you want to have children?,Ganahan ka magka-anak?
Gusto niyang magpakasal agad.,He wants to get married right away.,Gusto niya magpakasal dayon.
Babayaran niya ang lahat.,He will pay for everything.,Bayran niya tanan.
Sipilyuhin mo ngipin mo.,brush your teeth,Sipilyuhi imong ngipon.
Tatawagan ko siya mamaya.,I will call him later.,Tawagan nako siya unya.
Uminom ng kape si Tom habang naninigarilyo si Mary.,Tom drank coffee while Mary smoked.,Niinom og kape si Tom samtang naingarilyo si Maria.
Binuksan ng sanggol ang bibig.,The baby opened its mouth.,Giablihan sa bata iyang baba.
Pinakilala niya ako sa kanyang kapatid na lalaki.,He introduced me to his brother.,Gipaila-ila ko niya sa iyang lumon nga laki.
Bakit hindi tayo kumain?,Why don't we eat?,Nganong di man ta mokaon?
Maawa ka!,Have mercy!,Malooy ka!
"Sa pagpasok niya sa kamalig, may nakita siyang isang nawawalang bisikleta.","When he entered the barn, he saw a missing bicycle.","Sa pagsulod niya sa kamalig, naa siyay nakit-an nga nawala nga bisekleta."
Bumaba sila ng bus.,They got off the bus.,Ninaog sila sa bus.
Katatawag lang sa akin ng pulis.,The police just called me.,Bag-o ra nitawag sa akoa ang pulis.
Sigurado ka bang magpapalagay ka ng tatu?,Are you sure you want to get a tattoo?,Sigurado ba ka nga magpabutang ka og tatu?
Narinig ko pati mga motorista ng taksi ay madalas na nawawala sa Tokyo.,I also heard that taxi drivers often get lost in Tokyo.,Nadunggan nako pati mga motorista sa taksi nga halos pirme mawala sa Tokyo.
Hindi ko alam kung bakit ang saya-saya ko sa araw na ito.,I don't know why I'm so happy today.,Wa ko kabalo kon nganong malipayon kaayo ko karong adlaw.
Mas malaki ang kotseng ito kaysa sa kotseng iyon.,This car is bigger than that car.,Mas daku ning sakyanan kaysa sa ato nga sakyanan.
Hindi posible ang manirahan sa pulong iyan.,It is not possible to live in that meeting.,Di posible nga mopuyo ana nga lupa.
Naapektuhan ang kanyang mga baga ng paninigarilyo.,His lungs were affected by smoking.,Apektado iyang baga tungod sa panigarilyo.
Bumili ka ng ilang tokwa pabalik mo sa bahay.,Buy some tofu on your way home.,Palit og pila ka tokwa pagbalik sa balay.
Iniisip kong mag-abroad sa darating na taon.,I'm thinking of going abroad next year.,Gihunahuna nako nga mag-abroad sa moabot nga tuig.
"Ayon sa kanya, hindi siya pupunta rito.","According to him, he will not come here.","Matod niya, di siya moanhi diri."
Sumakay si Tom sa kotse at umalis na sila.,Tom got into the car and they left.,Nisakay si Tom og sakyanan ug nilakaw na sila.
Ipahihiram ko ito sa iyo.,I'll lend it to you.,Pahulmon ta ka ani.
Sobrang hina niya sa matematika.,He is very weak in mathematics.,Hinay kaayo siya sa matematika.
Ganoon ba ang gusto mo?,Is that what you want?,Ing-ato ba imong gusto?
Mas malinaw ang paningin mo kaysa sa akin.,Your vision is clearer than mine.,Mas klaro ang imong panan-aw kaysa sa akoa.
"Pwede ko bang makita ang tiket mo? ""Oo. Eto.""","can i see your ticket ""Yes. Here.""","Pwede ba nako makit-an imong tiket? ""Oo. Naa ra."""
