tagalog,english,cebuano
Bakal ang ginagamit para gumawa ng bapor.,Iron is used to make craft.,Bakal ang ginagamit sa paghimo ug bapor.
Laksan ang pagsasalita!,Speak up!,Kusgi ang pag-istorya!
Tayo sa tsahan!,Let's go to tea!,Tara sa tsahan!
Yung eroplano ay lumipad nang alas 8 ng umaga.,The plane took off at 8 in the morning.,Kadto nga eroplano kay ninglupad kaganihang alas 8 sa buntag.
Gusto ko ang pizza na may keso.,I like pizza with cheese.,Ganahan ko ug pizza nga naay keso.
Gusto kong uminom.,i want to drink,Ganahan kong moinom.
Itong bahay ay kanya.,This house is his.,Kani na balay kay iyaha.
Anong ibig sabihin nitong signo?,What does this sign mean?,Unsa ang buot pasabot niini?
Gusto kong ipadala itong sulat sa Hapon.,I want to send this letter to Japan.,Ganahan ko nga ipadala ning sukata sa Hapon.
"Uulan ngayon, 'di ba?","It's going to rain today, isn't it?","Mo-ulan man karon, di ba?"
Namit ko ang mga taong mabait.,I like nice people.,Naka-uban nako ang mga tawong buotan.
Nilambat ko ang mga paruparo.,I netted the butterflies.,Gidakop nako ang mga alibangbang.
Hindi mo kailangan sumagot sa tanong na ito.,You do not need to answer this question.,Dili kinahanglan nga kotubag ka aning pangutana.
Gusto kong magbiyahe sa tren.,I like to travel by train.,Ganahan ko nga mobyahe sa tren.
Huwag mong kalimutan ang tiket.,Don't forget the ticket.,Ayaw kalimte ang tiket.
"Hindi mo alam ang Aleman, 'di ba?","You don't know German, do you?","Wala ka kabalo sa Aleman, no?"
Huwag kang maingay.,Don't be noisy.,Ayaw pag-saba.
Nag-aaral ako.,I am studying.,Naga-tuon ko.
Kasing ganda iyon ng itong bulaklak.,That is as beautiful as this flower.,Kini ingon kaanyag sama sa kato nga buwak.
Huwag malito sa Austria at Australia.,Do not confuse Austria and Australia.,Ayaw kalibog sa Austria ug Australia.
Hindi kami masyadong kumakain ng ayskrim.,We don't eat a lot of ice cream.,Dili kaayo mi hingaon ug ayskrim.
Ito'y para sa 'yo.,This is for you.,Para ni sa imuha.
"Pagka hindi uulan, makakabisikleta ka.","When it doesn't rain, you can ride a bike.",Maka bike ka kung dili mo ulan.
Ang bahay nila ay talagang moderno.,Their house is really modern.,Tinuod nga moderno gyud ilahang balay.
"Oras, oras, oras, lahat ay depende sa kanya!","Time, time, time, everything depends on him!","Oras, oras, oras, tanan naka depende sa iyaha!"
Anong oras ka kalimitang gumigising?,What time do you usually wake up?,Unsang oras ka nagamata usahay?
Mga dalub-agham ang nakahanap ng sagot sa mga tanong na iyon.,Scientists have found the answer to those questions.,Mga siyentista ang nakakita ug tubag para ato nga mga pangutana.
Nasaan ang libro niya?,where is his book?,Asa iyahang libro?
Nasa ibabaw ng mesa.,It's on the table.,Nasa ibabaw sa lamisa.
Ang Tiyera ay hindi flat na plato.,Teapot is not a flat plate.,Dili patag na plato ang Tiyera.
Tatagal iyon nang 2 o 3 minuto.,That will take 2 or 3 minutes.,Magdugay na ug 2 o 3 ka minuto.
"Mga Ginoo, maligayang pagdating.","Gentlemen, welcome.","Mga Ginoo, malipayong pag-abot."
Mas mayaman si Jeff kaysa kay Tom.,Jeff is richer than Tom.,Mas dato si Jeff kaysa kang Tom.
Parang tagabunong sumo si Jeff.,Jeff looks like a sumo wrestler.,Mura ug sumo wrestler si Jeff.
Nakakimono si Jeff kung minsan.,Jeff sometimes wears a kimono.,Nakakimono si Jeff usahay.
"Dahil malaki siya, kailangan ni Jeff ng dalawang upuan sa eroplano.","Because he is big, Jeff needs two seats on the plane.","Tungod kay dako man siya, kinahanglan ni Jeff ug duha ka lingkoranan sa eroplano."
Yung kalye ay talagang maingay.,The street is really noisy.,Kadto nga dalan kay saba gyud.
Takbo.,Run.,Dagan.
Totoo bang nakakalangoy ka?,Can you really swim?,Tinuod ba nga kabalo ka molangoy?
Mahaba ang buhok niya.,He has long hair.,Taas ang iyahang buhok.
Tinago niya ang sekreto para sa kanya.,He kept the secret for her.,Gitago niya ang sekreto para sa iyaha.
Nagbebenta siya ng mga gulay sa itong tindahan.,He sells vegetables in this shop.,Nagabaligya sila ug gulay sa kani nga tindahan.
Nag-aaral ako ng Quechua.,I am learning Quechua.,Naga-tuon ko ug Quechua.
Kumain ka na?,have you eaten,Nikaon na ka?
Anong bago?,What's new?,Unsay bag-o?
Lumapit sila sa mga turista at humingi ng pera.,They approach tourists and ask for money.,Ning-duol sila sa mga turista ug nangayog kwarta.
Meron bang maiinom sa ref?,Is there anything to drink in the fridge?,Naa bay mainom sa ref?
Itong mesa ay para sa anim na tao.,This table is for six people.,Kani nga lamisa kay para sa unom ka tawo.
Mahal ang kotseng asul.,The blue car is expensive.,Mahal ang sakyanan nga asul.
"Sa taglamig, ang mga araw ay mas maikli.","In winter, the days are shorter.","Kung ting-tugnaw, mubo ra ang adlaw."
"Sa aming klase, ako ang pinakalaki.","In our class, I am the biggest.",Ako ang pinakadako sa amoang klase.
Ang buslo ay puno ng mansanas.,The bush is full of apples.,Ang bukag kay puno ug mansanas.
Namumulaklak ng maigi ang mga punong tseri.,The cherry trees are in full bloom.,Namuwak ug daghan ang punoan sa tseri.
Namamalasakit ako tungkol sa kinabukasan ninyo.,I care about your future.,Nagapakabana ko sa imuhang kaugmaon.
Nag-order ako ng pizza sa telepono.,I ordered a pizza over the phone.,Nag-order ko ug pizza sa telepono.
Magaslaw at matigas ang puso niya.,His heart is rough and hard.,Manhid ug gahi ang iyahang kasing-kasing
Nakita ko ang eroplano.,I saw the plane.,Nakit-an nako ang eroplano.
Alam ng dalawang wika ang maraming Aleman: ang diyalekto at ang Kataastaasang Aleman.,Many Germans know two languages: the dialect and the High German.,Nahibal-an sa mga bilinggwal ang daghang mga sinultian sa Aleman: ang diyalekyo ug kataas-taasang Aleman.
Ano talaga ang opinyon mo sa kanya?,What is your opinion on him?,Unsa man gyud ang imuhang opinyon sa iyaha?
Sa anong wika ang gusto mong makita ang mga pangalan ng hayop?,In what language would you like to see the animal names?,Sa unsa nga lenggawahe gusto nimo makita ang pangalan sa hayop?
Pinakakain siya ng gatas at gulay.,He was fed milk and vegetables.,Ginapakaon siya ug gatas og gulay.
Hindi alam kung sinong pinakaunang nag-imbento ng gulong.,It is not known who first invented the wheel.,Wala nahibal-an kung kinsa ang pinakaunang nag-mugna sa ligid.
"Sa Estados Unidos, malimit na akala ay Intsik ako.","In the United States, I am often thought to be Chinese.","Sa Estados Unidos, wala sila kabalo nga Intsik ko."
"Sa maginhawang puso, binati kami nila.","With easy hearts, they greeted us.",Kinsasing-kasing mi nilang gitagad.
Ang wika ay kababalaghan.,Language is a wonder.,Katingalahan gyud ang wika.
Mahiya ang wika.,The language is shy.,Ulawon ang sinultian.
Salamangka ang wika.,Language is magic.,Mahiwaga gyud ang wika.
Parang malagnaw na sopas ang huntahan nila.,It's like a lukewarm soup.,Mura ug tin-aw ra sama sa sopas ang ilahang huntahan.
Malabnaw ang tsampurado sa aking mangkok.,The tsampurado in my bowl was thin.,Tab-ang ang tsamporado sa akoang mangkok.
Gusto niyang matabang ang pagkain niya.,He wants his food to be fat.,Ganahan siya nga tab-ang ang iyahang pagkaon.
Maasim ba o maalat ang sopas mo?,Is your soup sour or salty?,Aslom ba o tam-is ang imuhang sopas?
"Ano ang ""duhat"" sa Ingles?","What is ""duhat"" in English?","Unsa ang ""duhat"" sa Ingles?"
Ang taong sinasalin ang mga salita ay gumagawa ng walang gramatikang mali sa dayuhang wika.,The person translating the words makes no grammatical mistakes in the foreign language.,Ang tao nga ginakopya ang mga istorya sa laing lenggawahe kay ginasiguradong tama ang iyahang gramatika.
"Sa pinto, binitin niyang ""Mag-ingat sa Aso!"" hindi dahil ang kanyang tuta ay mapanganib sa mga bisita, kundi baka mayapakan siya.","On the door, he hung ""Beware of the Dog!"" not because her puppy is dangerous to visitors, but because she might get stepped on.","Sa purtahan, gibitay niya ang ""Pag-bantay sa iro!"" Dili tungod sa mamakaak kini kung dili basig matamakan kini."
Maaga siyang gumising.,He wakes up early.,Sayo siya nimata.
Nasa bahay ako buong araw.,I was at home all day.,Naa rako sa balay tibuok adlaw.
Gusto kong mamatay.,i want to die,Gusto na ko mamatay.
Namamanhik ako sa iyo na pangunahing pag-aralan mo ang kabuhayan.,I beg you to study livelihood first.,"Giawhag tika nga magtuon usa sa kinabuhi."""
"Sa buong araw, talagang wala akong kinain.","The whole day, I really didn't eat anything.",Wala koy gikaon tibuok adlaw.
Lahat ng tao sa librong ito ay guni-guni.,Everyone in this book is hallucinating.,Tanan tawo diri sa libro kay mugna-mugna ra.
Mayabang siya pagka naroon siya.,He was proud when he was there.,Arogante siya kung naa siya didto.
Nag-iiba ang mundo bawat minuto.,The world is changing every minute.,Nagalahi ang kalibutan kada minuto.
Gusto ko ang matatamis.,I like sweets.,Ganahan ko ug mga tam-is.
Dalawang oras lamang ako nakatulog.,I only slept for two hours.,Duha ra ko ka oras nakatulog.
"Kung may adhika, may pag-asa.","If there is aspiration, there is hope.","Kung adunay pangandoy, aduna poy pag-laom."
Sa aling tren paparini si Ginoong Takase?,Which train will Mr. Takase take?,Unsang tren ang gisakyan paanhi diri ni Ginoong Takase?
Gusto ko ng katas ng prutas.,I like fruit juice.,Ganahan ko ug duga sa prutas.
"A, oo nga, natatandaan ko.","Ah, yes, I remember.","A, oo bitaw, nahinumduman nako."
Hindi ito laruan!,This is not a toy!,Dili ni dulaan!
Nalalamigan ba kayo?,Do you have a cold?,Gitugnaw ba mo?
Naligaw siya paparini.,He got lost paparini.,Nasaag siya paanhi diri.
Ang kalikasan ng buhay ay paikut-ikot.,The nature of life is cyclical.,Ang kinabuhi kay patuyok-tuyok ra.
Mahirap isalin ang tulang nakasulat sa dayuhang wika.,It is difficult to translate poetry written in a foreign language.,Lisod koypyahon sa laing lenggawahe ang tula nga nakasulat.
Gumagamit ng maraming komplikadong makina ang pabrika.,The factory uses many complex machines.,Nagagamit ug daghang lisod nga makina ang pabrika.
Pakibayaan mo ako sa kapayapaan.,Please leave me in peace.,Pasagdie ko sa kahapsay.
Wala silang saksi sa krimen.,They had no witnesses to the crime.,Wala silay saksi sa krimen.
May tiwala ako sa 'yo.,I have confidence in you.,Aduna koy salid sa imuha.
"Sa Sabado pumunta kami sa sinehan at pagkatapos, sa restawran.","On Saturday we went to the cinema and then, to the restaurant.","Karong Sabado, moadto mi sa sinehan, human sa restawran."
Naghintay ako nang matagal.,I waited a long time.,Naghulat ko ug dugay.
Saan ka magaling?,where are you good at?,Asa ka hawod?
Ang 'A' ay pagkabulalas.,'A' is exclamation.,Ang 'A' kay usa ka ekspresyon.
Ang problema ay hindi ka makatrabaho nang nanunuod ng telebisyon.,The problem is that you can't work while watching television.,Ang problema kay dili ka makatarbaho kung mag sige ka ug tan-aw ug TV.
Isulat mo ang pangalan mo dito.,Write your name here.,Isulat imuhang pangalan diri.
Masasagot ko ang tanong niya.,I can answer his question.,Matubag nako ang iyahang pangutana.
Nagluto siya ng sopas na gulay.,He cooked vegetable soup.,Nagluto siya ug sopas na gulay.
Natuturuan tayong mabuti ng mga pangungusap.,Sentences teach us well.,Natudluan ta ug maayo sa mga silot.
At mas mabuti iyon kaysa sa mga salita lamang.,And that's better than just words.,Ug mas maayo na kays sa mga pulong lamang.
Walang nakaupo rito.,No one is sitting here.,Walay naglingkod diri.
Hindi ako nagtitiis ng kalokohan; lumalasap ako niya.,I don't put up with bullshit; I'm enjoying him.,Dili ko motugot ug kabuang nga natilawan na ko niya.
"Marahil, itinatanda ng ating emosyon ang ating identidad.","Perhaps, our emotions mark our identity.","Tingali, ang atuang emosyon nagtimaan sa atong pagkatawo."
Itong libro ang kailangan mo.,This book is what you need.,Kaning libro imuhang kinahanglan.
Magmadali ka nang dahan-dahan.,Hurry slowly.,Pagdali gamay.
Lumabas ang palaka sa tubig.,The frog came out of the water.,Nigawas ang baki sa tubig.
Itong diksiyonaryo ay sa kapatid ko.,This dictionary is my brother's.,Kaning diksyonary kay sa akoang igsuon.
Magsayaw tayo hanggang bukang-liwayway!,Let's dance until dawn!,Manayaw ta hantod magbuntag!
"Hindi ilang librong binasa mo ang importante, kundi aling librong binasa mo.","It's not how many books you read that matters, but which book you read.","Dili importante kung pila ka libro imuhang gibasa, kung dili unsa nga mga klase sa libro."
Ang ulan sa Abril ay magaling sa lupa.,The rain in April is good for the land.,Maayo sa yuta ang ulan sa Abril.
Hindi ko mapigil tawanan ang kanyang gupit sa buhok.,I couldn't stop laughing at her haircut.,Dili ko makapugong ug katawa sa iyahang gupit sa buhok.
Pagkatapos kong umalis sa paaralan lamang na naintindihan kong importante ang pag-aaral.,It was only after I left school that I understood the importance of learning.,Diha ra nako nahibal-an ang importansya sa pag-eskwala kadtong ninghawa nako sa eskwelahan.
Hindi ko alam kung saan siya nakatira.,I don't know where he lives.,Wlaa ko kabalo kung asa siya nagpuyo.
Ang hobi ko ay makinig sa musika.,My hobby is listening to music.,Kalingawan nako ang maminaw ug tugtug.
Iyon talaga ang naiisip ko.,That's exactly what I'm thinking.,Kadto gyud akoang mahuna-hunaan.
Bakit walang kuwenta ang pagsasaling awtomatiko?,Why is automatic translation worthless?,Nganong walay pulos ang automatik nga pag-kopya?
Tumalon siyang pataas ng kanal.,He jumped up the canal.,Ni ambak siya pataas sa kanal.
Nasiyahan ang mga kaibigan ko sa aking tagumpay.,My friends were pleased with my success.,Nalipay ang akoang mga higala sa akoang kalampusan.
Magaling ang sushi sa tindahan.,The sushi at the store is good.,Maayo ang sushi sa tindahan.
Awtor siya.,He is an author.,Nagasulat siya.
Natagpo ko siya nang ilang beses.,I met him several times.,Nagsugat mi ika-pila na ka higayon.
Mabait kayo.,You are kind.,Buotan mo.
Kilala mo ako?,do you know me,Kaila ka sa akoa?
Huwag mong kalimutan ang payong mo.,Don't forget your advice.,Ayaw kalimte ang imuhang payong.
"Ngayong narito na ako, huwag ka nang mag-alala.","Now that I'm here, don't worry.","Karon naa nako diri, ayaw na ug kabalaka."
Nararamdaman niyang pagod siya.,He felt tired.,Nabati niya nga gikapoy na siya.
Doktor ang asawa ko.,My husband is a doctor.,Doktor ang akoang asawa.
Meron pang liwanag sa labas.,There is still light outside.,Aduna pay kahayag sa gawas.
Walang napkin dito.,No napkins here.,Walay napkin diri.
Isang saglit po; sa linya po kayo.,Just a moment; you are in line,Kadali lang; sa linya usa mo.
Bawasan ang salita; paramihan ang kilos.,Reduce the word; multiply the gesture.,Gamaya lang ang istorya; padaghana ang aksyon.
Dapat mag-aral ka pa.,You should study more.,Dapat mag-tuon pa ka.
Sinong magsasalita ngayong gabi?,Who will speak tonight?,Kinsa ang naga-istorya karong gabie?
Pumarini siya para tulungan ako.,He came to help me.,Ni anhi siya diri para tabangan ko.
Nagsusulat siya ng Arabe.,He writes in Arabic.,Nagasulat siya ug Arabe.
Ilang kama ang kita mo sa kuwartong ito?,How many beds do you have in this room?,Pila ka higdaanan ang naa niining kwartoha?
Walang mas mapakinabang kaysa sa makinang tagakopya.,Nothing is more useful than a copy machine.,Walay mas ka pulos-pulos kaysa sa makina nga nagakopya.
Ang Sahara ay malawak na desyerto.,The Sahara is a vast desert.,Lapad nga disyerto ang Sahara.
Talagang masarap itong sopas.,This soup is really good.,Tinuod gyud nga lami ni nga sopas.
Nakatira ako rito.,I live here.,Nakapuyo ko diri.
Binasa ko ang lahat nitong libro.,I read all these books.,Gibasa nako ning tibuoj libro.
Si Ken ay kasing laki ni Bill.,Ken is the same size as Bill.,Kaparehas ra ug gidak-on si Ken ug Bill
Mas mabilis siyang tumakbo kaysa sa akin.,He ran faster than me.,Mas paspas siya modagan kaysa sa akoa.
"Totoong ang Humanismo ng Renasimyento ay hindi sistemang pilosopiya, ngunit talagang metodo ng pag-aaral.","It is true that Renaissance Humanism was not a philosophical system, but really a method of study.","Tiunod nga ang renaysans yumanisim dili usa kapilosopiya, apan usa ka tinuod nga pamaagi sa pagkat-on."
Mahal ko ang bituing araw.,I love the star sun.,Ganahan ko sa adlaw.
Gusto mo ng may yelo?,Do you want something with ice?,Ganahan ka ug naay gipagahi nga bugnaw na tubig?
Yung mga teksto ay sinulat sa Latino at Antigong Griyego.,The texts were written in Latin and Ancient Greek.,Gisulat to sa Latino ug Karaan nga Griyego.
Ang karamihan nila ay nalunod sa limot at nang maraming siglo ay walang nakabasa.,Most of them sank into oblivion and for centuries no one read them.,Kadaghanan nila kay nalimtan na ug pipila ka siglo ug wala nay nagabasa.
"Sa pook ko, meron lamang ng mga burul-burolan.","In my area, there are only hills.",Sa amoang lugar kay naa ray bundok-bundokan.
