tagalog,english,cebuano
hindi tumutulong si tom.,tom is not helping.,dili motabang si tom.
hindi namangha si tom.,tom was not surprised.,hindi namangha si tom.
wala si tom.,tom is not there.,wala na si tom.
posible na nagsasabi siya ng kasinungalingan.,it is possible that he is telling a lie.,posible nga nagsulti siya bakak.
bakit wala ka sa boston?,why aren't you in boston?,ngano nga wala ka sa boston?
halos handa na ang hapunan.,dinner is almost ready.,hapit na andam ang panihapon.
lahat ng klase ng tao ang naninirahan sa tokyo.,all kinds of people live in tokyo.,tanan nga lahi-lahi na mga tawo nagpuyo sa tokyo.
hindi ko na siya nakita muli.,i never saw him again.,wala na nako siya nakita pa ug usab.
si tom ay masuwerte sa buong buhay niya.,tom has been lucky all his life.,swerte si tom sa tibuok niyang kinabuhi.
namana niya ang bahay.,he inherited the house.,napanunod niya ang balay.
mabuti pa'y dalhin na kita sa bahay.,i better take you home.,maayo pa nga ihatud ko ikaw sa balay.
"kung nagsasabi siya ng ""mahal kita"" palagi, hindi iyon totoo.","if he says ""i love you"" all the time, it's not true.","kung kanunay niyang giingon nga ""gihigugma tika"", dili kana tinuud."
sana nakinig ka sa akin.,i hope you listened to me.,unta gipamati mo ako.
akala ko hindi mo ako magugustuhan.,i thought you wouldn't like me.,nagtuo ko nga dili ko nimo ma ganahan.
nagpaalam ako sa mga bisita.,i said goodbye to the guests.,nananghid na ko sa mga bisita.
bigyan mo ako ng isang tasa ng kape.,give me a cup of coffee.,hatagi ako usa ka tasa nga kape.
nandito na ang daga!,the mouse is here!,ania na ang mga ilaga!
tawagin mo ang pusa!,call the cat!,tawga ang iring!
tumira ako sa sendai nang sampung taon bago dumating sa tokyo.,i lived in sendai for ten years before coming to tokyo.,nagpuyo ako sa sendai sa napulo ka tuig sa wala pa moadto sa tokyo.
hindi kayang bumili ng bagong bisikleta ni jack.,jack can't afford a new bike.,dili mapalit ang bag-ong bayk ni jack.
hindi. ingles ako.,nope. i am english,dili. ingles ko.
hindi ko nakikita ang maliit na kotse.,i don't see the little car.,wala ko makita ang gamay nga awto.
seryoso ako sa trabaho ko.,i am serious about my work.,seryuso ko sa akong trabaho.
"kung nais mong malaman paano gamitin ang isang salita, hanapin mo sa diksyunaryong ito.","if you want to know how to use a word, look it up in this dictionary.","kung gusto nimo mahibal-an kung unsaon paggamit usa ka pulong, tan-awa kini sa kini nga diksyonaryo."
dumating si tom dito bago ako.,tom got here before me.,niabot si tom diri bago ko.
pwede mong kainin ang natitirang pay.,you can eat the rest of the pay.,mahimo nimong kan-on ang nahabilin nga bayad.
maaamo ang mga hayop na ito.,these animals are tame.,buotan ang kini nga mga hayop.
katatanghalian ko pa lamang.,i just had lunch.,bag-o ra ko naniudto.
sumunod sa akin ang aso.,the dog followed me.,gisundan ko sa iro.
mga babae muna.,girls first.,mga babaye una.
ano ang malaking gusaling iyan sa harap natin?,what is that big building in front of us?,unsang taas nga bilding ang naa sa atong atubangan?
pakihugas ang inyong kamay.,please wash your hands.,palihug hugasi ang imong mga kamut.
hindi kita pinapayagang umalis.,i won't let you leave.,dili ko motugot nga mobiya ka.
bumiyahe siya sa buong mundo.,he traveled all over the world.,nagbiyahe siya sa tibuuk kalibutan.
sa tingin mo dapat kong pumuntang mag-isa?,do you think i should go alone?,sa imong panan-aw angay ba kong mu adto nga nag inosara?
"natuto ako ng wikang pranses, bago pumunta sa europa.","i learned french, before going to europe.","naka kat on ko ug sinultiang pranses, sa wala pa moadto sa europa."
hindi mura kumain dito.,it's not cheap to eat here.,hindi mura kumain dito.
kumusta siya kahapon?,how was he yesterday,kumusta siya gahapon?
sasabayan kita papuntang paliparan.,i will accompany you to the airport.,mokuyog ko nimo sa airport.
ang daan patungong baryo ay napakalubak.,the road to the village is very bumpy.,labihan kabangag ug lubak ang dalan padulong sa barrio.
mahal ang isang piyano.,a piano is expensive.,mahalon ang iyan piyano.
"bisitahin mo kami, pakiusap.","visit us, please.","duawa mi, palihog."
kumakain sila ng tsokolate.,they eat chocolate.,nagkaon sila og tsokolate.
ikaw ay bumibihis.,you are getting dressed.,nag-ilis ka.
ang anak na babae ng isang hari ay isang prinsesa.,a king's daughter is a princess.,ang anak nga babaye sa usa ka hari kay usa ka prinsesa.
maganda ang kulay berde kay alice.,green is beautiful on alice.,si alice matahum sa kolor berde.
ang tanyag na gusali na taj mahal ay nasa bansang indya.,the famous building taj mahal is in the country of india.,ang bantog nga taj mahal nga bilding naa makita sa india.
natagpuan namin siyang buhay.,we found him alive.,nakit-an namo siya nga buhi.
ang karahasan ay tumagal nang dalawang linggo.,the violence lasted for two weeks.,ang pagpanlupig milungtad sa duha ka semana.
sinabi ko iyan.,i said that.,giingon ko na.
maglagay ng kaunting tubig sa paso.,put some water on the burn.,pagbutang gamay nga tubig sa paso.
tumalab ang gamot.,the medicine is thick.,ni epekto ang tambal.
saan mong gustong pumunta?,where do you want to go?,asa nimo gusto moadto?
sinuri nila ang makina kung may depekto.,they checked the machine for defects.,gisusi nila ang makina kung adunay mga depekto.
higit na maikli ang kanyang hintuturo kaysa palasingsingan.,his index finger is shorter than his ring finger.,ang iyang tudlo sa tudlo mas mubo kaysa sa singsing nga tudlo.
sinabi mo sa mga magulang mo?,did you tell your parents?,gi ingon nimo sa imong mga ginikanan?
walang nakukuha ang sinong nagnanais nang labis.,he who desires too much gets nothing.,wala?y maka ambit sa gusto kaayo nila.
ipagtanggol ang sariling bayan ay isa nang kasalanan ngayon?,defending one's country is a sin now?,ang pagpanalipod sa sarili nga nasud kay usa na ka sala karon?
mabaho ba ako?,do i smell bad,baho ba ko?
nananghalian ka na ba?,have you had lunch,naniudto ka na?
nakilala mo na siya?,have you met him?,nailhan na nimo siya?
may aklat ba sa ibabaw ng mesa?,is there a book on the table?,naa bay libro sa igbabaw sa lamesa?
kami ay may dalawang anak na babae at dalawang lalaki.,we have two daughters and two sons.,aduna kami duha ka anak nga babaye ug duha ka anak nga laki.
may nagnakaw sa aking payong sa panaderya.,someone stole my umbrella at the bakery.,adunay nangawat sa akong payong didto sa panaderya.
palaging nanonood ng tv si tom.,tom always watches tv.,kanunay nagtan-aw og tv si tom.
mamimiss din kita.,i will miss you too.,mingawon sad ko nimo.
"heto ang aking blog, na magpapakilala sa akin at maghahayag ukol sa aking pang-araw-araw na buhay.","this is my blog, which will introduce me and reveal about my daily life.","kini ang akong blog, nga magapaila sa akoa ug mag magpadayag sa akoang pang-adlaw-adlaw nga kinabuhi."
"gusto ko ng tokwang mapo, at dalawang mangkok ng kanin.","i want tokwang mapo, and two bowls of rice.",gusto nako og tokwa nga mapo ug duha ka panaksan sa kan-on.
ilang mangkok ng kanin ang kinain mo?,how many bowls of rice did you eat?,pila ka panaksan nga kan-on ang gikaon nimo?
hindi mo pwedeng gamitin ang gripong ito. sira ito.,you cannot use this faucet. it's broken.,dili ni nimo pwede gamiton ang gripo. guba ni.
hugis puno ang keyk.,the shape of the cake is full.,porma'g puno ang keyk.
akala ko siya ay kapatid ko.,i thought he was my brother.,abi nako'g igsoon nako siya.
ilang barbero ang nagtatrabaho sa barberyang ito?,how many barbers work in this barber shop?,pila ka barbero ang nagatarbaho diria nga barberya?
anong awit ang tinutugtog niya?,what song is he playing?,unsa nga kanta ang iyang ginapatugtog?
ang iyong tagumpay ay resulta ng iyong kasipagan.,your success is the result of your hard work.,ang imong kadaugan ang resulta sa imong pagkakugihan.
gusto ko na magsalita ka ng wikang pranses.,i want you to speak french.,gusto ko nga mustorya ka og sinultian nga pranses.
sinabihan ni tom si mary na huwag pumunta roon mag-isa.,tom tells mary not to go there alone.,giingnan ni tom si maria nga dili muadto didto nga siya ra usa.
nandito si tom bukas.,tom will be here tomorrow.,naa si tom diri ugma.
"pagkatapos ng halos isang buwan, natatandaan ko pa ang salita.","after almost a month, i still remember the word.","pagkahuman og halos usa ka bulan, nakahinumdum pa ko sa inistoryahan."
pasok sa kotse.,get in the car.,sulod sa sakyanan.
kailangan kong umuwi.,i have to go home.,kinahanglan nako nga muoli.
na kay brid ang pera.,the money is brid's.,naa kay brid ang kwarta.
ang bahay ay may tatlong palapag.,the house has three floors.,ang balay adunay tulo ka andana.
wala akong pakialam sa gastos.,i don't care about the cost.,wala koy labot sa gasto.
malaki ang dibdib niya.,her chest is big.,dako iyang dughan.
nagsasalita ako ng wikang pranses sa mga guro ko.,i speak french with my teachers.,nagastorya ko og sinultian nga pranses sa akoang mga magtutudlo.
hindi ka ba marunong magsalita nang mahina?,can't you speak softly?,dili ka kabalo mustorya og hinay?
kailangan ko ng nars ngayon.,i need a nurse now.,kinahanglan nako og nars karon.
palagi siyang naglalakad papuntang paaralan.,he always walks to school.,pirme siya magbaktas paadto og skwelahan.
may isang binti lamang si tom.,tom has only one leg.,naa ray usa ka batiis si tom.
ang paninigarilyo ay isang masamang kagawian.,smoking is a bad habit.,ang pagpanigarilyo kay usa ka daotan nga buhat.
ano ang pinakamasarap na prutas sa bansang hapon?,what is the most delicious fruit in japan?,unsa ang pinakalami nga prutas sa nasud sa hapon?
sinira mo ang lahat.,you ruined everything.,giguba nimo ang tanan.
ano ang sinasabi niya sa liham?,what does he say in the letter?,unsa iyang gipangstorya sa sulat?
wala akong nabenta sa araw na ito.,i didn't sell anything today.,wala koy nabaligya karong adlawa.
si tom ay isang pari.,tom is a priest.,si tom kay usa ka pari.
parang hindi masyadong pagod si tom.,tom doesn't seem too tired.,murag wala kaayo gikapoy si tom.
alam mo kung saan mo ako hahanapin kapag may kailangan ka.,you know where to find me when you need something.,kabalo ka kon asa ko pangitaon kon naa kay kinahanglan.
huwag umiyak.,don't cry.,ayaw og hilak.
siya ay nakapula.,he was blushing.,siya kay nakapula.
wala na silang asukal.,they are out of sugar.,wala na silay asukar.
gusto kong malaman kung sino ang sasama sa atin.,i want to know who will be with us.,gusto nako masayran kon kinsa ang muuban sa atoa.
ang unggoy ay umaakyat sa isang mataas na puno.,the monkey climbs a tall tree.,ang unggoy kay nikatkat sa usa ka tag-as nga puno.
wala ako ni pera ni kaibigan.,i have neither money nor friends.,wala koy ni kwarta ni amigo.
naglagay ako ng kaunting gatas sa kape ko.,i put some milk in my coffee.,nagbutang ko og gamay gatas sa akong kape.
papatayin ka nila!,they will kill you!,patyon ka nila!
magkano ang ibinayad mo para diyan?,how much did you pay for that?,pila imong gibayad para ana?
gusto ni tom na may magmahal sa kanya.,tom wants someone to love him.,gusto ni tom nga naay mohigugma niya.
"hindi ito mura, hindi ba?","it's not cheap, is it?","dili ni barato, di ba?"
at bakit ko naman gagawin iyon?,and why would i do that?,ug nganong buhaton man nako to?
siya lamang ang dumating sa parti.,he was the only one who came to the party.,siya ra ang niabot sa parti.
"kapag ikaw ay isang mabait na bata, magkakaroon ka ng kendi.","when you're a good kid, you get candy.","kon ikaw usa ka buotan nga bata, matagaan ka og kendi."
itinayo ni tom ang sarili niyang bahay.,tom built his own house.,gipatindog ni tom ang iyang sarili nga balay.
dumikit ang basang damit sa katawan ko.,the wet clothes stuck to my body.,nipilit ang basa nga sinina sa akong lawas.
amoy tabako ang kuwarto.,the room smelled of tobacco.,baho og tabako ang kwarto.
"kung ang gitarang iyon ay hindi masyadong kamahalan, mabibili ko iyon.","if that guitar wasn't so expensive, i'd buy it.","kon kato nga gitara kay di masyado mahal, mapalit nako to."
iniilawan ng araw ang daigdig.,the sun lights up the world.,ginasinagan sa adlaw ang kalibutan.
hindi alam ni tom kung bakit hindi siya gusto ni mary.,tom doesn't know why mary doesn't like him.,wala kabalo si tom kon ngano di siya gusto ni mary.
ano ang habol niya?,what is he after?,unsa ang gigukod niya?
kung makatingin ang asong ito sa akin ay parang nais niya akong kainin.,if this dog can look at me it's like he wants to eat me.,kon makatan-aw ning iro-a sa akoa kay murag gusto ko niya kaonon.
kung may hardin lamang tayo!,if only we had a garden!,kon naa lang tay tanmanan!
gusto mo ang berde o ang asul?,do you like the green or the blue?,gusto nimo ang lunhaw o bughaw?
"kahit ano, pareho lang iyan.","whatever, it's the same.","bisan og unsa, parehas ra na."
marunong ka bang mag-mandarin?,can you speak mandarin?,kabalo ba ka mag-mandarin?
walang kapatid na babae si ann.,ann has no sisters.,walay lumon nga babaye si ann.
magsipilyo pagkatapos kumain.,brush your teeth after eating.,pagsipilyo inig kahuman mokaon.
lahat kami ay nagsasalita ng wikang pranses.,we all speak french.,tanan mi nagastorya og sinultian nga pranses.
sabihin mo sa kanya na ako ay nangingisda.,tell him i'm fishing.,ingna siya nga ako kay mangisda.
ako'y nagmamaneho ng kotse.,i drive a car.,ako kay naga-drayb og sakyanan.
eto ang mga susi mo.,here are your keys.,naa na imong susi.
ayaw ni tom ng mga aso.,tom doesn't like dogs.,dili ganahan si tom og iro.
maraming gitara ang may anim na kwerdas.,many guitars have six strings.,daghang gitara ang naay unom ka kwerdas.
kami ay mga arabo.,we are arabs.,kami kay mga arabo.
nagtrabaho sila na parang mga bubuyog.,they worked like bees.,nagtarbaho sila nga murag mga buyog.
gagawin namin kapag may oras kami.,we will when we have time.,buhaton namo kon na mi oras.
sa kasamaang palad ay umulan.,unfortunately it rained.,sa kasubo kay niulan.
klaro na mali ang lalaki.,the man was obviously wrong.,klaro nga mali ang laki.
anong ginagawa niya ay ipinagbabawal.,what he is doing is forbidden.,kon unsa iyang ginabuhat kay gibawal.
saan nalaman ni tom iyon?,how did tom know that?,asa to nabal-an ni tom?
maghahanap ako ng trabaho sa tsina.,i will look for a job in china.,mangita ko og tarbaho sa tsina.
tinanong niya ang propesor nang maraming beses.,he asked the professor several times.,gipangutana niya ang propesor og daghan na ka higayon.
hindi ako nakinig ng balita kahapon.,i didn't listen to the news yesterday.,wa ko naminaw sa balita gahapon.
kotse mo ba iyon?,is that your car,sakyanan nimo to?
kumain ng buwaya si tom.,tom ate a crocodile.,nikaon og buaya si tom.
napakawalang silbi ng tuwalya.,the towel is so useless.,pagka way pulos sa tuwalya.
ibigay mo ang mga iyan sa kanya.,give them to him.,ihatag nang mga na sa iyaha.
ang sabi ay ikakasal si anne itong hunyo.,it is said that anne is getting married this june.,ang ingon kay kakaslon si anne katong hunyo.
tama ang sagot mo.,your answer is correct.,tama imong tubag.
gusto mo ba na tatawag ako ng pulis?,do you want me to call the police?,gusto ba nimo nga motawag ko og pulis?
